# 
# This is the dataset for a time series observation of the star
# PG1605+072 at 16.05.2001 in the R-band
# 
# The 1st column are time information in seconds,
# the 2nd column contain the brightness in mmag
#     
1.455480500000000000e+06 4.883301041715260453e+02
1.455529899999999907e+06 4.630945860326501133e+02
1.455580000000000000e+06 4.412436136735310015e+02
1.455629899999999907e+06 4.358508360468990190e+02
1.455729949999999953e+06 3.704169374794932423e+02
1.455780199999999953e+06 4.706135097782197931e+02
1.455829899999999907e+06 4.697404246316214653e+02
1.455880000000000000e+06 4.627780534775134242e+02
1.455930000000000000e+06 4.679719778543143320e+02
1.456028899999999907e+06 4.291045555825820088e+02
1.456078000000000000e+06 4.020010871315660097e+02
1.456127899999999907e+06 4.155084212283115903e+02
1.456176899999999907e+06 4.313595045147935707e+02
1.456227000000000000e+06 4.637716360692381841e+02
1.456276899999999907e+06 4.723461811299290503e+02
1.456326899999999907e+06 4.745071935964876388e+02
1.456377000000000000e+06 4.543720019466306894e+02
1.456427000000000000e+06 4.480457101008133804e+02
1.456477000000000000e+06 4.305868125350718287e+02
1.456526899999999907e+06 4.217910594091933376e+02
1.456577000000000000e+06 4.358527420108345609e+02
1.456627000000000000e+06 4.449893718256620332e+02
1.456677000000000000e+06 4.599654999999003735e+02
1.456726949999999953e+06 4.755312131291335049e+02
1.456776899999999907e+06 4.556542773237466122e+02
1.456826899999999907e+06 4.457548126821830579e+02
1.456876899999999907e+06 4.401162717474219335e+02
1.456926899999999907e+06 4.560237381804581673e+02
1.456976949999999953e+06 4.577719652821321006e+02
1.457027000000000000e+06 4.418343443774469392e+02
1.457076899999999907e+06 4.269350998117860172e+02
1.457127000000000000e+06 4.193848657317255970e+02
1.457177000000000000e+06 4.265477088504584913e+02
1.457226899999999907e+06 4.531881516111713495e+02
1.457276899999999907e+06 4.660343882087983616e+02
1.457327000000000000e+06 4.751072472034466614e+02
1.457376899999999907e+06 4.788788566083604792e+02
1.457427800000000047e+06 4.762274253951981109e+02
1.457477899999999907e+06 4.491953203826608387e+02
1.457528000000000000e+06 4.145232776601624209e+02
1.457577899999999907e+06 4.017980545418911333e+02
1.457627899999999907e+06 4.334197340879835565e+02
1.457677899999999907e+06 4.577532214575850276e+02
